eth_borrow_apy,final_usd,final_sol_equiv,sol_equiv_return_pct,max_drawdown_pct,sortino_ratio,min_health_factor,bars_below_hf_1,liquidations,interest_paid,final_eth_debt_value
0.0,17380.17101008969,210.13385334409008,110.1338533440901,46.66192115299309,1.8254935286935332,1.7350106855459595,0,0,0.0,0.0
0.05,16814.408820139783,203.2935415323393,103.29354153233932,47.175795249038075,1.8023105314901111,1.7350047138084665,0,0,564.2950712840973,0.0
0.1,16283.650268144445,196.87643898131358,96.87643898131357,47.69735932478914,1.7799899877410408,1.7321544343252473,0,0,1129.31643010327,0.0
0.2,15134.525050370003,182.98301354576236,82.98301354576236,49.715593852473575,1.7302390030903856,1.7344991635318074,0,0,2262.5736378508286,0.0
