window,name,final_portfolio_value_usd,final_sol_equiv,max_drawdown_pct,sortino_ratio,min_health_factor,bars_below_hf_1_5,total_actions,total_interest_paid,total_liquidations,liquidated,avg_target_short_fraction,max_target_short_fraction,hedge_gate_active_share,bars_with_short_target,max_debt_ETH_value,final_debt_ETH_value,usd_gap_vs_static,sol_gap_vs_static,dd_gap_vs_static,strict_improvement_vs_static
single_2025,rs_lb24_u0.0075,25730.099212743684,205.92316296713634,41.45240293109679,0.8818837488675281,1.482992437398549,13,695,332.26541855755454,0,False,0.00295009728739842,0.05,0.8243104040288428,517,1556.6379731331108,872.9883343520908,846.5199661830193,6.77486967733509,0.218138044117417,False
single_2025,rs_lb36_u0.0000,25373.047179802492,203.0656036798919,41.895372675570776,0.8515605533651198,1.4829924373987928,9,661,324.9299957143852,0,False,0.004406546869634886,0.05,0.8536110793178436,772,1553.5468271745342,860.8703937988744,489.46793324182727,3.9173103900906483,0.6611077885914014,False
single_2025,rs_lb36_u0.0025,25666.173635152634,205.41155370270215,41.49290412312225,0.8517540536907092,1.4829924373987937,9,657,330.99481294772806,0,False,0.004037427034451185,0.05,0.8462859104955934,708,1585.990113475027,870.8156959349931,782.5943885919696,6.263260412900905,0.2586392361428764,False
single_2025,rs_lb36_u0.0050,25664.42606495946,205.39756754669438,41.476771063015114,0.8728952576068408,1.4829924373987942,9,641,331.05533666742974,0,False,0.0036768913814810575,0.05,0.839075197436191,645,1577.5049377832045,876.7697929653809,780.846818398797,6.2492742568931305,0.24250617603573943,False
single_2025,rs_lb24_u0.0050_g3_0.040_g2_0.000,25365.500595048285,203.00520684312352,41.64764704659248,0.7850203368688856,1.4829924373987904,9,547,342.31986981754545,0,False,0.0026645301590935105,0.04,0.8341535996337416,582,0.0,0.0,481.92134848762,3.856913553322272,0.4133821596131071,False
single_2025,rs_lb24_u0.0050_g3_0.040_g2_0.025,25365.500595048285,203.00520684312352,41.64764704659248,0.7850203368688856,1.4829924373987904,9,547,342.31986981754545,0,False,0.0026759757353782766,0.04,0.8324367631910267,586,0.0,0.0,481.92134848762,3.856913553322272,0.4133821596131071,False
single_2025,rs_lb24_u0.0050_g3_0.050_g2_0.000,25665.572009096235,205.4067387682772,41.48254307407238,0.8681006940537812,1.4829924373985506,14,687,331.8808757503943,0,False,0.0033306626988668887,0.05,0.8341535996337416,582,1553.443269598753,870.7964440273222,781.9927625355704,6.258445478475949,0.24827818709300686,False
single_2025,rs_lb24_u0.0050_g3_0.050_g2_0.025,25588.684889623015,204.79139567525422,41.49815588441072,0.8615461250899016,1.4829924373985504,14,687,331.7173585892395,0,False,0.0033421082751516544,0.05,0.8322078516653314,586,1553.0288015679525,868.0667531906181,705.1056430623503,5.643102385452977,0.26389099743134636,False
single_2025,rs_lb24_u0.0050_g3_0.050_g2_0.050,25218.328154069382,201.82735617502507,40.81778679176979,0.873176377005706,1.4693455174628156,27,552,321.836284431653,0,False,0.003347831063294037,0.05,0.8322078516653314,585,1517.9265709509043,855.5027528022524,334.7489075087178,2.6790628852238285,-0.4164780952095839,True
single_2025,rs_lb24_u0.0050_g3_0.060_g2_0.025,24892.365185364466,199.21860892648633,41.46728642708679,0.8069931599401842,1.4829924373985022,21,820,333.3457616985685,0,False,0.004162756094769372,0.06,0.8233947579260615,640,2021.7545521043653,520.6501643302992,8.7859388038014,0.07031563668508056,0.2330215401074156,False
