name,final_portfolio_value_usd,final_sol_equiv,max_drawdown_pct,post_2024_drawdown_pct,sortino_ratio,min_health_factor,bars_below_hf_1_5,total_actions,total_interest_paid,total_liquidations,liquidated,avg_target_long_fraction,min_target_long_fraction,avg_target_short_fraction,avg_realized_vol_pct,p95_realized_vol_pct,vol_capped_share,usd_gap_vs_reference,sol_gap_vs_reference,dd_gap_vs_reference
rv_lb72_tv0.026_min0.80,60619.74840877204,485.15204808941206,59.451328037991146,38.24321744663597,2.204732888158799,1.4759038673808293,84,3329,1356.5793713544276,0,False,0.5522664059553337,0.0,0.004572133281567589,0.5585930112294367,1.8406738162548533,0.016580263548541804,-9190.081591227965,-73.54995191058794,2.020328037991149
rv_lb168_tv0.015_min0.60,58568.090175449855,468.7322142893146,58.62662161037849,37.348884238187715,2.3438623146462314,1.477963365262967,115,3213,1278.7931786683002,0,False,0.5352653623710188,0.0,0.004610957590152328,0.5649701424793909,1.7985037991795139,0.08737753214424372,-11241.739824550146,-89.96978571068541,1.1956216103784953
rv_lb24_tv0.030_min0.80,58517.378572296715,468.3263591220225,59.131513047590275,38.23578353090999,2.192623682681347,1.4775791310758533,89,3393,1327.2648586234618,0,False,0.5532969382246009,0.0,0.004666910270171513,0.5401012416844566,1.7799932132971443,0.013131751433073744,-11292.451427703287,-90.3756408779775,1.7005130475902774
rv_lb72_tv0.022_min0.70,57229.916506482805,458.02254106828974,59.28834252013729,38.32335304163973,2.226932458629981,1.4775378871871483,79,3370,1302.4874298781592,0,False,0.5494934682891283,0.0,0.0046623427044556595,0.5585930112294367,1.8406738162548533,0.027907826523854113,-12579.913493517197,-100.67945893171026,1.8573425201372942
rv_lb24_tv0.025_min0.70,55709.15309442281,445.85156538153507,59.12802452307051,36.860964103222535,2.215116551671916,1.4773010777575515,92,3501,1246.4601989069608,0,False,0.5508645318103048,0.0,0.004656633247310846,0.5401012416844566,1.7799932132971443,0.0201201269783269,-14100.676905577195,-112.85043461846493,1.6970245230705103
dd_medium,53796.73125126928,430.54606843752924,56.069184142391734,37.818970959010215,2.145842356218023,1.479750217678259,55,3619,1210.9560052864526,0,False,0.5358097152122776,0.0,0.004670335944458401,0.0,0.0,0.12085778884143696,-16013.098748730721,-128.15593156247076,-1.3618158576082635
rv336_tv0.018_min0.70_dd_hard,52164.038677023666,417.479301136644,51.266105898094914,37.12081897270387,2.1924974640837633,1.4892919709924497,8,3971,1097.8798842581575,0,False,0.5079000698785104,0.0,0.004624660287299884,0.5617597137106976,1.8048303395232268,0.22029369447552927,-17645.791322976336,-141.22269886335602,-6.164894101905084
rv_lb72_tv0.018_min0.60,49098.619491886326,392.94613438884613,58.164977906942724,37.26934500590587,2.2486677413934117,1.476066815162923,98,3447,1096.777049390791,0,False,0.5430285901337725,0.0,0.004674903510174252,0.5585930112294367,1.8406738162548533,0.05394295110420901,-20711.210508113676,-165.75586561115387,0.7339779069427266
rv_lb24_tv0.020_min0.60,44410.463195307675,355.42587591282654,59.45191807677047,33.37917240787975,2.1963520416601976,1.4788544731475746,78,3731,975.8809943312832,0,False,0.5460289867775918,0.0,0.004685180533034919,0.5401012416844566,1.7799932132971443,0.0364263365839176,-25399.366804692327,-203.27612408717346,2.020918076770471
dd_hard,38980.17572234721,311.9661922556799,52.970941318911045,36.76825257194335,2.081924059578631,1.4841783537320563,51,3937,820.0837868138889,0,False,0.5077745677940941,0.0,0.0048347683102290635,0.0,0.0,0.20227464772649417,-30829.654277652793,-246.73580774432008,-4.460058681088952
