name,final_portfolio_value_usd,final_sol_equiv,max_drawdown_pct,post_2024_drawdown_pct,sortino_ratio,min_health_factor,bars_below_hf_1_5,total_actions,total_interest_paid,total_liquidations,liquidated,avg_target_long_fraction,min_target_long_fraction,avg_target_short_fraction,avg_realized_vol_pct,p95_realized_vol_pct,vol_capped_share,recovery_boost_active_share,usd_gap_vs_reference,sol_gap_vs_reference,dd_gap_vs_reference
rv336_dd_medium_plus_c_rec_t1.250_dd0.18_w0.005,65205.04075824207,521.8490656922135,56.38094508159991,37.82846278611294,2.266931659400032,1.3864740997321092,46,5753,1350.1418631958538,0,False,0.5328484821969987,0.0,0.004640646767305364,0.5617597137106976,1.8048303395232268,0.13376116198871812,0.016237696119852926,-4604.789241757935,-36.85293430778654,-1.050054918400086
rv336_dd_medium_plus_c_rec_t1.150_dd0.20_w0.010,69319.97250023556,554.781692678956,55.040496405195306,37.83245376909225,2.286401974920067,1.4540384523439782,27,4059,1540.1644493776905,0,False,0.5333347403799721,0.0,0.004768538607349214,0.5617597137106976,1.8048303395232268,0.1274579213008427,0.004430538744376184,-489.8574997644464,-3.9203073210439925,-2.3905035948046915
rv336_dd_medium_plus_c_rec_t1.200_dd0.20_w0.010,70456.40717114124,563.8768080923669,55.065980479345754,37.83249870039177,2.291245618846104,1.4231292131903794,28,4047,1556.6362024534342,0,False,0.5335071659857455,0.0,0.0047890926530705456,0.5617597137106976,1.8048303395232268,0.12738940781510494,0.004384863087217667,646.5771711412381,5.174808092366902,-2.3650195206542435
rv336_dd_medium_plus_c_rec_t1.250_dd0.20_w0.010,72224.03098930673,578.0234572973728,55.103406659081934,37.83273777259442,2.298447977458733,1.39469307799972,41,4057,1586.6510184361364,0,False,0.5337201287372472,0.0,0.004695457555895586,0.5617597137106976,1.8048303395232268,0.126247516386142,0.004293511772900632,2414.2009893067298,19.32145729737283,-2.327593340918064
rv336_dd_medium_plus_c_rec_t1.150_dd0.25_w0.015,70030.46241541277,560.4678864778933,55.7722206588507,37.81897133994505,2.2893198991687633,1.4797607583806813,81,3586,1559.1393449453292,0,False,0.5324721771202385,0.0,0.004833626418800101,0.5617597137106976,1.8048303395232268,0.12926210975860417,0.0010277022860666408,220.6324154127651,1.765886477893332,-1.6587793411492981
rv336_dd_medium_plus_c_rec_t1.200_dd0.25_w0.015,71113.32340261477,569.1342409172851,55.759632487254464,37.81897134041634,2.293897625489111,1.4797607584154429,81,3584,1580.90964198355,0,False,0.5325572480316962,0.0,0.0049226939502592095,0.5617597137106976,1.8048303395232268,0.12764062392947678,0.0010505401146458995,1303.4934026147675,10.432240917285071,-1.6713675127455332
rv336_dd_medium_plus_d_rec_t1.075_dd0.18_w0.005,63729.28934293347,510.038330075498,55.93528292333318,37.93000351604265,2.26318782556972,1.4797560102845004,54,3865,1429.3577588961641,0,False,0.5317091792557647,0.0,0.004702308904469363,0.5617597137106976,1.8048303395232268,0.11485143992509192,0.016146344805535888,-6080.540657066529,-48.66366992450202,-1.4957170766668142
rv336_dd_medium_plus_d_rec_t1.150_dd0.18_w0.005,65927.4970875354,527.631029111928,55.43391036302492,37.94036276616974,2.269580124605168,1.4414889721186823,17,5502,1428.5971452235426,0,False,0.5337121283747337,0.0,0.004672619727316327,0.5617597137106976,1.8048303395232268,0.11213373832416014,0.015461209948158128,-3882.332912464597,-31.070970888071997,-1.9970896369750761
rv336_dd_medium_plus_d_rec_t1.200_dd0.18_w0.005,66893.63902233094,535.3632574816402,55.57909910615234,37.94007982322708,2.2742927049369213,1.4117134033511636,36,5577,1414.7905485224487,0,False,0.5341134056916153,0.0,0.004924977733117136,0.5617597137106976,1.8048303395232268,0.11252198141000753,0.01566675040537146,-2916.190977669059,-23.338742518359822,-1.851900893847656
rv336_dd_medium_plus_d_rec_t1.250_dd0.18_w0.005,67634.27859102437,541.2907450262054,55.5849455006538,37.93990258869932,2.27771154405801,1.3842772832736483,42,5565,1402.8822723465826,0,False,0.5348249550259337,0.0,0.004682896750176993,0.5617597137106976,1.8048303395232268,0.1125448192385868,0.015598236919633681,-2175.5514089756325,-17.4112549737946,-1.8460544993461951
rv336_dd_medium_plus_d_rec_t1.150_dd0.20_w0.010,69678.7620629164,557.6531577664377,55.31244646103376,37.942737900657995,2.2877883063038715,1.4414872737608464,26,3991,1557.1008544724307,0,False,0.5339890798355755,0.0,0.004632653527302625,0.5617597137106976,1.8048303395232268,0.1100554959234476,0.004316349601479892,-131.06793708360055,-1.0488422335622545,-2.118553538966239
rv336_dd_medium_plus_d_rec_t1.200_dd0.20_w0.010,68056.03518562177,544.6661479441518,55.59631051077017,37.94160623658999,2.2815700089634725,1.4117158916919235,28,4078,1520.4437380561192,0,False,0.5332734229570659,0.0,0.004737707538767214,0.5617597137106976,1.8048303395232268,0.1129787379815927,0.004499052230113961,-1753.7948143782269,-14.035852055848181,-1.8346894892298309
rv336_dd_medium_plus_d_rec_t1.250_dd0.20_w0.010,72093.42048872275,576.9781551718507,55.53107740460097,37.943240495618255,2.2983112007433566,1.384273407527335,29,3964,1608.698691003884,0,False,0.5341312928404162,0.0,0.004648640007308105,0.5617597137106976,1.8048303395232268,0.10916482060885652,0.00417932263000434,2283.5904887227516,18.276155171850746,-1.8999225953990262
rv336_dd_medium_plus_d_rec_t1.150_dd0.25_w0.015,67363.53071964809,539.1238953153108,55.68745705278661,37.93000388189419,2.278331509330838,1.4797560390086415,54,3597,1516.882111943642,0,False,0.532879620396148,0.0,0.004559572475848996,0.5617597137106976,1.8048303395232268,0.11345833238175715,0.0010277022860666408,-2446.2992803519155,-19.57810468468915,-1.7435429472133848
rv336_dd_medium_plus_d_rec_t1.200_dd0.25_w0.015,70065.44105807514,560.7478275956394,55.64898708917604,37.93000388189374,2.290141673488543,1.4797560390086069,54,3595,1572.4479899936389,0,False,0.533388333027751,0.0,0.0046212346130129955,0.5617597137106976,1.8048303395232268,0.11147144129536164,0.0010505401146458995,255.61105807514105,2.0458275956393663,-1.7820129108239584
rv336_dd_medium_plus_e_rec_t1.075_dd0.18_w0.005,61272.97352125981,490.3799401461369,56.90675158615034,37.930003861553196,2.248403045666929,1.4797582584777276,82,3872,1382.4680276347335,0,False,0.5330070968207846,0.0,0.004566423824422774,0.5617597137106976,1.8048303395232268,0.10886792883732614,0.016260533948432184,-8536.856478740192,-68.3220598538631,-0.524248413849655
rv336_dd_medium_plus_e_rec_t1.150_dd0.18_w0.005,71981.67829976157,576.0838599420694,55.56711012112628,37.94233163398613,2.2937143220435052,1.441493003705058,20,5415,1557.0826786820153,0,False,0.536853305189738,0.0,0.004861031813095212,0.5617597137106976,1.8048303395232268,0.09902482471966566,0.015050129033731473,2171.8482997615647,17.381859942069354,-1.8638898788737208
rv336_dd_medium_plus_e_rec_t1.200_dd0.18_w0.005,70158.386318586,561.4916872235774,55.751694269883856,37.941107221610565,2.2866279496762436,1.4117155511278219,39,5560,1484.0983376156425,0,False,0.5370414222001523,0.0,0.004686322424463882,0.5617597137106976,1.8048303395232268,0.10283874209240186,0.015461209948158128,348.5563185859937,2.7896872235774026,-1.6793057301161411
rv336_dd_medium_plus_e_rec_t1.250_dd0.18_w0.005,67924.75406546005,543.6154787151664,56.751412853617886,37.939449747928194,2.2766651596164817,1.3842799155962582,45,5603,1412.8977836878776,0,False,0.536174899791017,0.0,0.004708018361614178,0.5617597137106976,1.8048303395232268,0.10569347066480919,0.015895128691164044,-1885.0759345399565,-15.086521284833566,-0.6795871463821115
rv336_dd_medium_plus_e_rec_t1.150_dd0.20_w0.010,73275.65583591866,586.4398226163959,55.413978728700265,37.943786053570214,2.3014167982548903,1.4414850780911956,28,3878,1633.7643297802201,0,False,0.5359942552834287,0.0,0.0046349373101605505,0.5617597137106976,1.8048303395232268,0.10009820266289081,0.004247836115742115,3465.8258359186584,27.737822616395874,-2.0170212712997326
rv336_dd_medium_plus_e_rec_t1.200_dd0.20_w0.010,74416.22372282129,595.568016989366,55.41288700478027,37.9438254616667,2.3054817749252243,1.41171106082266,31,3869,1656.5828717463485,0,False,0.5362037628348666,0.0,0.005074565510311279,0.5617597137106976,1.8048303395232268,0.10025806746294562,0.004247836115742115,4606.393722821289,36.86601698936602,-2.018112995219724
rv336_dd_medium_plus_e_rec_t1.250_dd0.20_w0.010,75247.62416672685,602.2218820866494,55.50800661766636,37.943793061649416,2.3088681761246246,1.384273544446872,32,3897,1668.54150177062,0,False,0.5362768734120971,0.0,0.004769680498778177,0.5617597137106976,1.8048303395232268,0.10057779706305524,0.004202160458583598,5437.794166726846,43.51988208664943,-1.9229933823336367
rv336_dd_medium_plus_e_rec_t1.150_dd0.25_w0.015,72764.73189909199,582.3507955109403,56.250820674829924,37.93000387402707,2.2987830936596083,1.4797582594564207,82,3480,1630.5531368309087,0,False,0.5351644305794965,0.0,0.004636079201589513,0.5617597137106976,1.8048303395232268,0.10199374243496928,0.0010277022860666408,2954.9018990919867,23.648795510940317,-1.180179325170073
rv336_dd_medium_plus_e_rec_t1.200_dd0.25_w0.015,73473.37914204813,588.0222420331983,56.24832480601041,37.93000387446993,2.3017368524850887,1.479758259491165,81,3478,1641.247399630372,0,False,0.53520439677951,0.0,0.004629227853015736,0.5617597137106976,1.8048303395232268,0.10208509374928632,0.001073377943225158,3663.5491420481267,29.32024203319827,-1.1826751939895885
