name,final_portfolio_value_usd,final_sol_equiv,max_drawdown_pct,post_2024_drawdown_pct,sortino_ratio,min_health_factor,bars_below_hf_1_5,total_actions,total_interest_paid,total_liquidations,liquidated,avg_target_long_fraction,avg_target_short_fraction,max_target_short_fraction,hedge_gate_active_share,bars_with_short_target,base_share,green_share,yellow_share,orange_share,red_share,recovery_share,usd_gap_vs_reference,sol_gap_vs_reference,dd_gap_vs_reference
rs_lb24_u0.0050_g3_0.050_g2_0.050,69809.8275085028,558.7021009083858,57.43072635108229,37.94483512676391,2.2082521551867966,1.4694051623562456,87,3061,1591.555330080387,0,False,0.5551830451960628,0.0047651129330623255,0.05,0.8210199374243496,4173,1.0,0.0,0.0,0.0,0.0,0.0,-0.00249149720184505,0.00010090838577525574,-0.00027364891770531585
sm_hedge_only_y0.050_o0.100_dd0.10_w0.03,67498.22921916362,540.2019145191166,58.501365382523986,37.979711578167496,2.149009705319598,1.4747335311035668,143,3815,1477.2443134620307,0,False,0.5551830451960628,0.004934112864548839,0.1,0.8167492634800283,4262,0.0,0.26717975654874737,0.2572909767739283,0.0029917555438828875,0.47148697101879555,0.0010505401146458995,-2311.6007808363793,-18.5000854808834,1.0703653825239883
sm_hedge_only_y0.025_o0.075,63250.6738938341,506.207874300393,58.20568664647463,38.37189525924811,2.140071857481988,1.4773035232352407,94,4081,1397.292978593022,0,False,0.5551830451960628,0.004972937173133579,0.075,0.8211569643958252,4228,0.0,0.2619042181469386,0.25395665380135657,0.011647292575421929,0.4713956197044785,0.0010962157718044168,-6559.156106165901,-52.494125699607025,0.7746866464746347
sm_hedge_only_y0.050_o0.100,63095.49491979762,504.96594573667556,59.47007372190781,38.41833226142935,2.067069653165103,1.468354171342805,146,4658,1408.48359132043,0,False,0.5551830451960628,0.005219585721789572,0.1,0.8222988558247882,4313,0.0,0.2617443533468838,0.2540023294585151,0.011670130404001187,0.47137278187589926,0.0012104049147007104,-6714.335080202385,-53.736054263324434,2.039073721907812
sm_hedge_only_g0.025_y0.050_o0.100,61145.21856001677,489.3574914767249,59.4442343554409,37.98834736645815,2.1057234162458247,1.469634737512615,142,4275,1361.8338362781706,0,False,0.5551830451960628,0.007940142051293763,0.1,0.6743554022883504,9138,0.0,0.2619042181469386,0.2540023294585151,0.011578779089684153,0.47137278187589926,0.001141891428962934,-8664.61143998323,-69.34450852327512,2.0132343554409005
sm_hedge_only_g0.025_y0.075_o0.150,59597.0453343203,476.9671495343761,58.745200151320965,37.78441412611155,2.0693635546686386,1.4466697240461721,224,5076,1344.5570532570096,0,False,0.5551830451960628,0.010376938360700663,0.15,0.6745609427455638,9089,0.0,0.26199556946125563,0.2540480051156736,0.011510265603946376,0.47137278187589926,0.001073377943225158,-10212.784665679705,-81.73485046562388,1.3142001513209678
sm_hedge_only_y0.075_o0.150,58139.843587393654,465.30487064740817,59.14202096069727,37.83809796925906,2.0293996808291177,1.4457555364209727,241,5419,1339.3547551386107,0,False,0.5551830451960628,0.007646105008335806,0.15,0.8228698015392697,4246,0.0,0.2617215155183045,0.2540480051156736,0.011647292575421929,0.47137278187589926,0.0012104049147007104,-11669.986412606348,-93.39712935259183,1.711020960697276
sm_o0.65_s0.10_r0.25_rec1.15_dd0.15_w0.05,57887.8444828,463.2880710908363,58.492467639214155,38.91840375710176,2.161391521739708,1.47228995944064,59,3502,1298.5674207980624,0,False,0.6729303217850047,0.004586977870144107,0.1,0.8270034485121155,4008,0.0,0.26877840454929547,0.25804462511704385,0.0005937835430607258,0.4715098088473748,0.001073377943225158,-11921.985517200003,-95.4139289091637,1.0614676392141575
sm_hedge_only_g0.050_y0.075_o0.150,57648.3417782968,461.3712827394702,58.70906788079559,38.28773278988691,2.039505545703301,1.4457698821277793,327,6047,1322.0294177566598,0,False,0.5551830451960628,0.013232808824536962,0.15,0.6738301322310275,9147,0.0,0.26181286683262156,0.2540480051156736,0.011555941261104895,0.47137278187589926,0.0012104049147007104,-12161.488221703199,-97.33071726052981,1.2780678807955894
sm_hedge_only_y0.100_o0.200,51822.092531783914,414.742637309195,59.521216837012204,37.81850014956477,1.9896122236569955,1.4249058426416967,520,5990,1217.6129021486352,0,False,0.5551830451960628,0.01014570534633567,0.2,0.8215452074816726,4246,0.0,0.2617900290040423,0.2540480051156736,0.011555941261104895,0.47137278187589926,0.0012332427432799689,-17987.737468216088,-143.959362690805,2.090216837012207
