name,final_portfolio_value_usd,final_sol_equiv,max_drawdown_pct,post_2024_drawdown_pct,sortino_ratio,min_health_factor,bars_below_hf_1_5,total_actions,total_interest_paid,total_liquidations,liquidated,avg_target_long_fraction,max_target_long_fraction,avg_target_short_fraction,boost_share,hedge_gate_active_share,final_collateral_SOL,final_collateral_ETH,final_collateral_USDC,final_debt_USDC_value,final_debt_ETH_value,config
static_long1.50,247243.50621364784,1978.7395455273936,73.66285123343967,51.83663692262226,1.9367864327502935,1.2390551906999954,6681,3986,12440.88537577057,0,False,1.5,1.5,0.0,0.0,1.0,0.0,0.0,247243.50621364784,0.0,0.0,"{'name': 'static_long1.50', 'enable_protective_short_hedge': False, 'protective_short_symbol': 'ETH', 'protective_hedge_floors': {4: 0.0, 3: 0.0, 2: 0.0, 1: 0.0, 0: 0.0}, 'enable_relative_strength_hedge_gate': False, 'relative_strength_lookback_bars': 24, 'relative_strength_min_underperformance': 0.005, 'target_long_fraction': 1.5, 'enable_signal_governor': False}"
rv336_dd_e_tight_2_rec_t1.250_dd0.22_w0.012,75273.08977198554,602.4256884512648,55.593821745261074,37.92994871592663,2.3136686982677706,1.3920622961443134,81,3735,1668.4736915077135,0,False,0.5335685206410556,1.25,0.004594971110146847,0.0024208098294014207,0.8262726379975792,0.0,0.0,75843.17459529279,0.0,570.0848233072396,"{'name': 'rv336_dd_e_tight_2_rec_t1.250_dd0.22_w0.012', 'enable_protective_short_hedge': True, 'protective_short_symbol': 'ETH', 'protective_hedge_floors': {4: 0.0, 3: 0.05, 2: 0.05, 1: 0.0, 0: 0.0}, 'enable_relative_strength_hedge_gate': True, 'relative_strength_lookback_bars': 24, 'relative_strength_min_underperformance': 0.005, 'enable_realized_vol_governor': True, 'realized_vol_lookback_bars': 336, 'realized_vol_target': 0.018, 'realized_vol_min_long_fraction': 0.7, 'enable_drawdown_governor': True, 'drawdown_exposure_tiers': [{'drawdown': 0.0, 'target_long_fraction': 1.075}, {'drawdown': 0.32, 'target_long_fraction': 1.025}, {'drawdown': 0.41, 'target_long_fraction': 0.825}, {'drawdown': 0.49, 'target_long_fraction': 0.7}], 'enable_recovery_boost': True, 'recovery_boost_target_long_fraction': 1.25, 'recovery_boost_min_drawdown': 0.22, 'recovery_boost_max_worsening': -0.012, 'recovery_boost_min_green': 4}"
